tanggal,kode,nama,jumlah,harga,area
21-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
14-04-2020,Item-14,Teh Celup Melati,1,7800,YK
14-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
16-05-2020,Item-21,Shampoo Sachet,3,1000,YK
16-05-2020,Item-21,Shampoo Sachet,2,1000,YK
10-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
10-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
11-04-2020,,,4,,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
14-05-2020,Item-04,Kopi Instant,1,5200,YK
12-04-2020,Item-08,Vitamin C,4,2000,YK
12-04-2020,Item-08,Vitamin C,4,2000,YK
12-04-2020,Item-08,Vitamin C,2,2000,YK
12-04-2020,Item-08,Vitamin C,3,2000,YK
12-04-2020,Item-08,Vitamin C,4,2000,YK
13-04-2020,Item-08,Vitamin C,1,2000,YK
13-04-2020,Item-08,Vitamin C,4,2000,YK
13-04-2020,Item-08,Vitamin C,4,2000,YK
13-04-2020,Item-08,Vitamin C,1,2000,YK
19-04-2020,Item-08,Vitamin C,1,2000,YK
12-04-2020,Item-09,Roti Tawar,3,12500,YK
12-04-2020,Item-09,Roti Tawar,2,12500,YK
12-04-2020,Item-09,Roti Tawar,4,12500,YK
12-04-2020,Item-09,Roti Tawar,2,12500,YK
12-04-2020,Item-09,Roti Tawar,1,12500,YK
17-05-2020,Item-21,Shampoo Sachet,1,1000,YK
17-05-2020,Item-21,Shampoo Sachet,4,1000,YK
17-05-2020,Item-21,Shampoo Sachet,1,1000,YK
17-05-2020,Item-21,Shampoo Sachet,2,1000,YK
18-05-2020,Item-21,Shampoo Sachet,4,1000,YK
18-05-2020,Item-21,Shampoo Sachet,4,1000,YK
19-05-2020,Item-21,Shampoo Sachet,1,1000,YK
19-05-2020,Item-21,Shampoo Sachet,2,1000,YK
21-05-2020,Item-21,Shampoo Sachet,4,1000,YK
21-05-2020,Item-21,Shampoo Sachet,3,1000,YK
23-05-2020,Item-21,Shampoo Sachet,1,1000,YK
14-04-2020,Item-14,Teh Celup Melati,1,7800,YK
14-04-2020,Item-13,Pisau Cukur,4,6500,YK
14-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
14-04-2020,Item-14,Teh Celup Melati,3,7800,YK
14-04-2020,Item-14,Teh Celup Melati,2,7800,YK
14-04-2020,Item-14,Teh Celup Melati,4,7800,YK
14-04-2020,Item-13,Pisau Cukur,4,6500,YK
14-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
14-04-2020,Item-14,Teh Celup Melati,4,7800,YK
14-04-2020,Item-14,Teh Celup Melati,1,7800,YK
,Item-03,,3,,YK
15-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
15-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
15-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
15-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
15-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
15-04-2020,Item-09,Roti Tawar,3,12500,YK
15-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
16-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
16-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
16-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
15-04-2020,Item-09,Roti Tawar,2,12500,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
15-04-2020,Item-09,Roti Tawar,2,12500,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
15-04-2020,Item-09,Roti Tawar,1,12500,YK
16-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
15-04-2020,Item-09,Roti Tawar,2,12500,YK
17-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
14-05-2020,Item-20,Pampers Bayi Size M,1,41000,YK
17-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
16-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
17-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
16-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,1,14000,YK
17-04-2020,Item-17,Obat Batuk,2,5000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
,Item-11,,4,,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,2,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,4,14000,YK
20-04-2020,Item-26,Susu Bubuk 195g,19,45000,YK
20-04-2020,Item-26,Susu Bubuk 195g,10,45000,YK
21-04-2020,Item-26,Susu Bubuk 195g,4,45000,YK
22-04-2020,Item-26,Susu Bubuk 195g,16,45000,YK
,Item-27,,,,YK
14-04-2020,Item-05,Mi Goreng Instant,4,2600,YK
14-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
14-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
14-04-2020,Item-05,Mi Goreng Instant,4,2600,YK
14-04-2020,Item-05,Mi Goreng Instant,4,2600,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
14-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
15-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
16-04-2020,Item-04,Kopi Instant,4,5200,YK
16-04-2020,Item-04,Kopi Instant,3,5200,YK
16-04-2020,Item-04,Kopi Instant,4,5200,YK
16-04-2020,Item-04,Kopi Instant,2,5200,YK
16-04-2020,Item-04,Kopi Instant,4,5200,YK
16-04-2020,Item-04,Kopi Instant,3,5200,YK
16-04-2020,Item-04,Kopi Instant,1,5200,YK
16-04-2020,Item-04,Kopi Instant,4,5200,YK
17-04-2020,Item-04,Kopi Instant,1,5200,YK
17-04-2020,Item-04,Kopi Instant,3,5200,YK
,,Kopi Instant,4,5200,YK
17-04-2020,Item-04,Kopi Instant,1,5200,YK
16-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
16-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
17-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
17-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
17-04-2020,Item-17,Obat Batuk,1,5000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
17-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,1,14000,YK
17-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
17-04-2020,Item-11,Sabun Cuci Piring,3,14000,YK
18-04-2020,Item-19,Obat Diare,3,5000,YK
18-04-2020,Item-17,Obat Batuk,4,5000,YK
18-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
18-04-2020,Item-19,Obat Diare,1,5000,YK
18-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
18-04-2020,Item-17,Obat Batuk,4,5000,YK
18-04-2020,Item-17,Obat Batuk,2,5000,YK
18-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
18-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
18-04-2020,Item-17,Obat Batuk,2,5000,YK
18-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
18-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
18-04-2020,Item-17,Obat Batuk,3,5000,YK
18-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
18-04-2020,Item-17,Obat Batuk,1,5000,YK
18-04-2020,Item-10,Biskuit Waver Kaleng,3,24000,YK
18-04-2020,Item-17,Obat Batuk,3,5000,YK
18-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
18-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
19-04-2020,Item-17,Obat Batuk,4,5000,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
19-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
20-04-2020,Item-14,Teh Celup Melati,1,7800,YK
20-04-2020,Item-17,Obat Batuk,1,5000,YK
19-04-2020,Item-01,Batere AA,4,12000,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
20-04-2020,Item-14,Teh Celup Melati,4,7800,YK
20-04-2020,Item-17,Obat Batuk,1,5000,YK
17-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
17-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
17-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
17-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
,Item-05,Mi Goreng Instant,,,YK
19-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
19-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
19-04-2020,Item-01,Batere AA,1,12000,YK
20-04-2020,Item-01,Batere AA,1,12000,YK
17-04-2020,Item-04,Kopi Instant,2,5200,YK
17-04-2020,Item-04,Kopi Instant,1,5200,YK
17-04-2020,Item-04,Kopi Instant,3,5200,YK
17-04-2020,Item-04,Kopi Instant,4,5200,YK
17-04-2020,Item-04,Kopi Instant,1,5200,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,2,2000,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
19-04-2020,Item-08,Vitamin C,4,2000,YK
19-04-2020,Item-08,Vitamin C,2,2000,YK
19-04-2020,Item-08,Vitamin C,2,2000,YK
19-04-2020,Item-08,Vitamin C,2,2000,YK
19-04-2020,Item-08,Vitamin C,3,2000,YK
19-04-2020,Item-08,Vitamin C,2,2000,YK
18-04-2020,Item-09,Roti Tawar,2,12500,YK
18-04-2020,Item-09,Roti Tawar,2,12500,YK
18-04-2020,Item-09,Roti Tawar,4,12500,YK
18-04-2020,Item-09,Roti Tawar,3,12500,YK
19-04-2020,Item-09,Roti Tawar,2,12500,YK
19-04-2020,Item-09,Roti Tawar,4,12500,YK
26-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
26-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
27-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
27-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
28-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
10-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
12-04-2020,Item-05,Mi Goreng Instant,2,2600,YK
13-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
14-04-2020,Item-05,Mi Goreng Instant,3,2600,YK
15-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
16-04-2020,Item-05,Mi Goreng Instant,1,2600,YK
11-04-2020,Item-05,Mi Goreng Instant,4,2600,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
20-04-2020,Item-14,Teh Celup Melati,4,7800,YK
20-04-2020,Item-17,Obat Batuk,3,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
20-04-2020,Item-17,Obat Batuk,2,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,3,1700,YK
20-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
20-04-2020,Item-14,Teh Celup Melati,2,7800,YK
20-04-2020,Item-17,Obat Batuk,1,5000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
20-04-2020,Item-17,Obat Batuk,1,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
20-04-2020,Item-14,Teh Celup Melati,1,7800,YK
20-04-2020,Item-17,Obat Batuk,4,5000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
20-04-2020,Item-14,Teh Celup Melati,2,7800,YK
20-04-2020,Item-17,Obat Batuk,3,5000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
20-04-2020,Item-14,Teh Celup Melati,4,7800,YK
20-04-2020,Item-17,Obat Batuk,2,5000,YK
20-04-2020,Item-14,Teh Celup Melati,1,7800,YK
20-04-2020,Item-17,Obat Batuk,4,5000,YK
20-04-2020,Item-17,Obat Batuk,3,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
20-04-2020,Item-17,Obat Batuk,2,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,1,1700,YK
20-04-2020,Item-14,Teh Celup Melati,1,7800,YK
20-04-2020,Item-17,Obat Batuk,2,5000,YK
20-04-2020,Item-17,Obat Batuk,4,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,4,1700,YK
20-04-2020,Item-09,Roti Tawar,2,12500,YK
20-04-2020,Item-17,Obat Batuk,1,5000,YK
20-04-2020,Item-18,Telur Ayam Negeri,2,1700,YK
21-04-2020,Item-15,Ketan Hitam 500 gram,3,18000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
20-04-2020,Item-09,Roti Tawar,3,12500,YK
21-04-2020,Item-09,Roti Tawar,2,12500,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,4,12500,YK
21-04-2020,Item-09,Roti Tawar,2,12500,YK
21-04-2020,Item-09,Roti Tawar,3,12500,YK
21-04-2020,Item-15,Ketan Hitam 500 gram,4,18000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,2,12500,YK
21-04-2020,Item-09,Roti Tawar,2,12500,YK
22-04-2020,Item-26,Susu Bubuk 195g,5,45000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
21-04-2020,Item-09,Roti Tawar,3,12500,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,3,18000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,2,18000,YK
21-04-2020,Item-09,Roti Tawar,2,12500,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,2,18000,YK
22-04-2020,Item-26,Susu Bubuk 195g,16,45000,YK
21-04-2020,Item-09,Roti Tawar,4,12500,YK
23-04-2020,Item-26,Susu Bubuk 195g,5,45000,YK
20-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
23-04-2020,Item-26,Susu Bubuk 195g,15,45000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,2,18000,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
,,Susu Bubuk 195g,,45000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,1,18000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,2,18000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,1,18000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,2,18000,YK
28-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
28-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
28-04-2020,Item-20,Pampers Bayi Size M,1,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,2,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,4,41000,YK
29-04-2020,Item-20,Pampers Bayi Size M,3,41000,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,4,10500,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,2,10500,YK
21-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,3,10500,YK
22-04-2020,Item-06,Sabun Mandi Cair 100 ml,1,10500,YK
20-04-2020,Item-01,Batere AA,4,12000,YK
20-04-2020,Item-01,Batere AA,4,12000,YK
21-04-2020,Item-01,Batere AA,4,12000,YK
22-04-2020,Item-01,Batere AA,4,12000,YK
22-04-2020,Item-01,Batere AA,2,12000,YK
22-04-2020,Item-01,Batere AA,4,12000,YK
03-05-2020,Item-20,Pampers Bayi Size M,4,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,2,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,3,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,3,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,2,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,2,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,4,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,1,41000,YK
03-05-2020,Item-20,Pampers Bayi Size M,4,41000,YK
04-05-2020,Item-20,Pampers Bayi Size M,3,41000,YK
04-05-2020,Item-20,Pampers Bayi Size M,2,41000,YK
30-04-2020,Item-01,Batere AA,2,12000,YK
04-05-2020,Item-20,Pampers Bayi Size M,2,41000,YK
04-05-2020,Item-20,Pampers Bayi Size M,4,41000,YK
05-05-2020,Item-20,Pampers Bayi Size M,1,41000,YK
22-04-2020,Item-15,Ketan Hitam 500 gram,1,18000,YK
21-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
21-04-2020,Item-03,Gula Pasir Putih 1 kg,3,12500,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,1,24000,YK
23-04-2020,Item-13,Pisau Cukur,4,6500,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,2,24000,YK
22-04-2020,Item-03,Gula Pasir Putih 1 kg,1,12500,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
23-04-2020,Item-10,Biskuit Waver Kaleng,4,24000,YK
